Customer_ID,Gender,Age_Group,City,Loyalty_Member
834,Male,36-45,Hail,No
835,Female,60+,Mecca,No
836,Male,60+,Jeddah,Yes
837,Female,26-35,Riyadh,Yes
838,Male,36-45,Dammam,No
839,Female,26-35,Riyadh,No
840,Male,60+,Riyadh,No
841,Female,18-25,Qassim,Yes
842,Female,26-35,Hail,No
843,Male,46-60,Abha,No
844,Female,60+,Riyadh,Yes
845,Female,26-35,Qassim,No
846,Male,36-45,Qassim,Yes
847,Male,36-45,Tabuk,Yes
848,Male,26-35,Dammam,Yes
849,Female,18-25,Abha,No
850,Female,26-35,Dammam,No
851,Male,36-45,Tabuk,Yes
852,Male,26-35,Medina,Yes
853,Female,46-60,Qassim,No
854,Male,36-45,Hail,Yes
855,Male,60+,Jeddah,Yes
856,Female,60+,Hail,No
857,Male,36-45,Khobar,Yes
858,Female,36-45,Medina,No
859,Male,60+,Hail,No
860,Male,18-25,Medina,No
861,Male,60+,Qassim,Yes
862,Male,36-45,Abha,Yes
863,Female,36-45,Hail,No
864,Male,60+,Medina,No
865,Female,18-25,Mecca,Yes
866,Female,60+,Jeddah,Yes
867,Male,60+,Hail,Yes
868,Male,26-35,Khobar,No
869,Male,26-35,Hail,No
870,Male,26-35,Riyadh,No
871,Female,18-25,Jeddah,Yes
872,Male,26-35,Mecca,Yes
873,Male,36-45,Abha,No
874,Female,46-60,Abha,No
875,Male,46-60,Jeddah,Yes
876,Male,60+,Riyadh,Yes
877,Female,60+,Jeddah,No
878,Female,60+,Jeddah,No
879,Female,,Abha,Yes
880,Female,26-35,Hail,Yes
881,Male,46-60,Hail,No
882,Male,36-45,Medina,Yes
883,Male,18-25,Riyadh,Yes
884,Female,60+,Hail,Yes
885,Female,26-35,Medina,Yes
886,Female,60+,Dammam,Yes
887,Male,26-35,Qassim,No
888,Male,18-25,Dammam,Yes
889,Female,60+,Jeddah,No
890,Male,36-45,Jeddah,Yes
891,Female,36-45,Medina,Yes
892,Male,18-25,Mecca,Yes
893,Male,36-45,Tabuk,No
894,Female,60+,Mecca,Yes
895,Female,36-45,Abha,Yes
896,Male,36-45,Khobar,Yes
897,Female,36-45,Medina,Yes
898,Female,46-60,Tabuk,No
899,Female,36-45,Tabuk,Yes
900,Male,60+,Jeddah,No
901,Male,60+,Khobar,No
902,Male,18-25,Riyadh,Yes
903,Female,60+,Khobar,Yes
904,Female,60+,Hail,No
905,Male,36-45,Abha,Yes
906,Female,26-35,Tabuk,Yes
907,Female,36-45,Hail,Yes
908,Male,60+,Dammam,Yes
909,Female,26-35,Dammam,Yes
910,Female,36-45,Riyadh,Yes
911,Female,26-35,Jeddah,No
912,Female,26-35,Riyadh,Yes
913,Female,46-60,Tabuk,No
914,Male,18-25,Medina,Yes
915,Female,36-45,Qassim,Yes
916,Female,46-60,Medina,Yes
917,Female,46-60,Khobar,No
918,Female,36-45,Tabuk,No
919,Male,60+,Dammam,No
920,Male,26-35,Jeddah,No
921,Male,26-35,Dammam,Yes
922,Female,60+,Jeddah,Yes
923,Female,36-45,Jeddah,No
924,Female,46-60,Khobar,Yes
925,Female,18-25,Khobar,Yes
926,Male,60+,Qassim,Yes
927,Male,60+,Riyadh,Yes
928,Male,26-35,Mecca,Yes
929,Female,60+,Qassim,Yes
930,Female,18-25,Khobar,No
931,Female,46-60,Dammam,Yes
932,Female,60+,Dammam,Yes
933,Female,26-35,Medina,No
934,Male,26-35,Abha,No
935,Male,,Riyadh,Yes
936,Female,26-35,Qassim,Yes
937,Male,46-60,Qassim,Yes
938,Male,18-25,Tabuk,Yes
939,Male,46-60,Hail,No
940,Female,18-25,Hail,No
941,Male,46-60,Abha,No
942,Male,46-60,Dammam,No
943,Female,26-35,Jeddah,No
944,Female,36-45,Khobar,Yes
945,Male,60+,Hail,Yes
946,Male,46-60,Khobar,No
947,Female,36-45,Jeddah,Yes
948,Female,60+,Mecca,No
949,Female,60+,Medina,No
950,Female,26-35,Abha,No
951,Male,,Hail,No
952,Female,36-45,Qassim,No
953,Female,26-35,Jeddah,Yes
954,Female,26-35,Jeddah,Yes
955,Female,36-45,Hail,Yes
956,Male,46-60,Riyadh,Yes
957,Male,46-60,Qassim,No
958,Male,18-25,Mecca,Yes
959,Female,18-25,Qassim,Yes
960,Female,46-60,Qassim,No
961,Male,,Tabuk,No
962,Male,26-35,Hail,No
963,Male,18-25,Qassim,Yes
964,Male,18-25,Medina,Yes
965,Male,26-35,Jeddah,No
966,Female,36-45,Abha,No
967,Male,60+,Riyadh,Yes
968,Male,60+,Mecca,No
969,Female,36-45,Khobar,Yes
970,Female,46-60,Qassim,Yes
971,Female,26-35,Abha,Yes
972,Male,60+,Mecca,No
973,Male,60+,Mecca,No
974,Female,46-60,Qassim,No
975,Male,36-45,Tabuk,No
976,Male,46-60,Jeddah,No
977,Male,46-60,Khobar,Yes
978,Female,46-60,Medina,Yes
979,Female,26-35,Mecca,Yes
980,Female,36-45,Jeddah,Yes
981,Female,36-45,Medina,Yes
982,Female,26-35,Khobar,No
983,Male,26-35,Khobar,No
984,Male,26-35,Khobar,Yes
985,Female,26-35,Jeddah,Yes
986,Male,46-60,Qassim,Yes
987,Male,46-60,Medina,No
988,Female,60+,Mecca,No
989,Male,60+,Mecca,No
990,Male,60+,Dammam,Yes
991,Female,46-60,Hail,Yes
992,Female,46-60,Dammam,No
993,Male,60+,Tabuk,No
994,Male,18-25,Khobar,No
995,Male,36-45,Medina,No
996,Male,60+,Mecca,Yes
997,Female,46-60,Qassim,No
998,Female,26-35,Tabuk,No
999,Male,46-60,Medina,No
1000,Female,36-45,Tabuk,Yes
1001,Male,60+,Khobar,Yes
1002,Female,26-35,Hail,No
1003,Female,26-35,Dammam,Yes
1004,Female,18-25,Dammam,No
1005,Female,26-35,Hail,No
1006,Female,36-45,Mecca,Yes
1007,Female,18-25,Dammam,Yes
1008,Male,36-45,Tabuk,Yes
1009,Female,36-45,Mecca,No
1010,Female,60+,Hail,No
1011,Female,18-25,Abha,Yes
1012,Female,60+,Khobar,Yes
1013,Female,36-45,Medina,No
1014,Female,18-25,Abha,No
1015,Female,26-35,Dammam,No
1016,Female,60+,Qassim,No
1017,Male,18-25,Dammam,No
1018,Male,36-45,Medina,No
1019,Female,60+,Abha,No
1020,Female,36-45,Qassim,No
1021,Female,26-35,Dammam,Yes
1022,Male,26-35,Mecca,Yes
1023,Male,26-35,Abha,Yes
1024,Male,18-25,Tabuk,Yes
1025,Male,46-60,Hail,Yes
1026,Male,36-45,Qassim,Yes
1027,Male,46-60,Mecca,Yes
1028,Male,36-45,Tabuk,Yes
1029,Male,60+,Dammam,Yes
1030,Male,36-45,Medina,No
1031,Female,60+,Mecca,No
1032,Male,60+,Dammam,No
1033,Female,60+,Hail,No
1034,Female,46-60,Hail,Yes
1035,Male,46-60,Mecca,No
1036,Female,36-45,Dammam,No
1037,Male,18-25,Hail,Yes
1038,Female,36-45,Tabuk,Yes
1039,Female,46-60,Mecca,Yes
1040,Female,36-45,Qassim,Yes
1041,Male,60+,Medina,Yes
1042,Female,60+,Abha,No
1043,Male,26-35,Abha,No
1044,Male,36-45,Jeddah,No
1045,Male,60+,Qassim,No
1046,Female,60+,Mecca,No
1047,Male,18-25,Dammam,Yes
1048,Female,18-25,Tabuk,No
1049,Female,60+,Tabuk,Yes
1050,Female,18-25,Dammam,Yes
1051,Male,26-35,Jeddah,No
1052,Female,26-35,Tabuk,Yes
1053,Male,18-25,Dammam,Yes
1054,Female,26-35,Medina,No
1055,Female,46-60,Medina,No
1056,Male,36-45,Jeddah,Yes
1057,Male,36-45,Abha,Yes
1058,Female,26-35,Khobar,No
1059,Female,18-25,Jeddah,Yes
1060,Female,46-60,Khobar,Yes
1061,Male,46-60,Jeddah,Yes
1062,Female,46-60,Mecca,No
1063,Male,18-25,Hail,Yes
1064,Female,46-60,Mecca,Yes
1065,Female,18-25,Khobar,Yes
1066,Male,46-60,Medina,Yes
1067,Male,36-45,Qassim,Yes
1068,Female,26-35,Riyadh,Yes
1069,Female,60+,Dammam,No
1070,Male,26-35,Dammam,No
1071,Male,60+,Medina,Yes
1072,Male,36-45,Dammam,Yes
1073,Male,46-60,Khobar,No
1074,Female,46-60,Khobar,Yes
1075,Female,36-45,Dammam,No
1076,Male,46-60,Tabuk,No
1077,Female,26-35,Qassim,Yes
1078,Female,36-45,Tabuk,No
1079,Male,18-25,Hail,Yes
1080,Female,36-45,Mecca,No
1081,Female,18-25,Hail,No
1082,Male,18-25,Qassim,No
1083,Male,36-45,Jeddah,No
1084,Male,60+,Tabuk,Yes
1085,Female,36-45,Abha,No
1086,Male,18-25,Hail,Yes
1087,Male,26-35,Dammam,Yes
1088,Male,18-25,Tabuk,Yes
1089,Male,18-25,Qassim,No
1090,Female,60+,Qassim,No
1091,Male,36-45,Khobar,Yes
1092,Male,26-35,Tabuk,Yes
1093,Female,18-25,Medina,No
1094,Female,18-25,Qassim,No
1095,Male,18-25,Mecca,Yes
1096,Male,60+,Jeddah,Yes
1097,Male,60+,Abha,Yes
1098,Male,60+,Khobar,Yes
1099,Female,18-25,Qassim,No
1100,Female,46-60,Jeddah,Yes
1101,Male,60+,Abha,No
1102,Male,60+,Qassim,No
1103,Female,36-45,Hail,No
1104,Female,46-60,Abha,No
1105,Male,60+,Hail,Yes
1106,Female,60+,Mecca,No
1107,Female,46-60,Abha,Yes
1108,Male,36-45,Qassim,Yes
1109,Male,36-45,Riyadh,No
1110,Male,26-35,Medina,Yes
1111,Female,60+,Hail,Yes
1112,Male,18-25,Tabuk,No
1113,Male,26-35,Mecca,No
1114,Male,26-35,Mecca,No
1115,Male,60+,Abha,Yes
1116,Male,36-45,Tabuk,Yes
1117,Female,60+,Jeddah,No
1118,Male,60+,Abha,Yes
1119,Male,36-45,Medina,No
1120,Female,18-25,Khobar,Yes
1121,Female,18-25,Mecca,Yes
1122,Female,60+,Qassim,Yes
1123,Female,60+,Khobar,Yes
1124,Male,46-60,Tabuk,Yes
1125,Male,46-60,Mecca,No
1126,Male,26-35,Medina,Yes
1127,Female,60+,Riyadh,No
1128,Female,18-25,Abha,No
1129,Male,26-35,Tabuk,Yes
1130,Female,46-60,Qassim,Yes
1131,Male,26-35,Jeddah,No
1132,Female,36-45,Qassim,Yes
1133,Male,46-60,Abha,No
1134,Female,26-35,Medina,No
1135,Male,36-45,Dammam,No
1136,Female,60+,Dammam,No
1137,Male,26-35,Khobar,No
1138,Male,18-25,Jeddah,Yes
1139,Male,60+,Dammam,No
1140,Male,36-45,Jeddah,No
1141,Female,46-60,Riyadh,No
1142,Male,60+,Khobar,Yes
1143,Female,60+,Tabuk,Yes
1144,Male,46-60,Qassim,Yes
1145,Female,26-35,Riyadh,No
1146,Male,60+,Mecca,Yes
1147,Female,18-25,Jeddah,No
1148,Female,36-45,Jeddah,Yes
1149,Female,46-60,Khobar,No
1150,Male,36-45,Tabuk,Yes
1151,Male,26-35,Hail,No
1152,Male,18-25,Khobar,No
1153,Female,46-60,Abha,Yes
1154,Male,36-45,Medina,No
1155,Female,26-35,Hail,No
1156,Male,36-45,Abha,Yes
1157,Female,26-35,Dammam,No
1158,Female,26-35,Jeddah,No
1159,Male,46-60,Khobar,Yes
1160,Female,36-45,Qassim,No
1161,Female,60+,Dammam,Yes
1162,Male,60+,Hail,Yes
1163,Male,36-45,Hail,Yes
1164,Female,26-35,Qassim,Yes
1165,Female,18-25,Hail,Yes
1166,Male,36-45,Dammam,Yes
1167,Female,46-60,Abha,No
1168,Female,36-45,Dammam,Yes
1169,Male,26-35,Dammam,Yes
1170,Female,60+,Qassim,Yes
1171,Male,26-35,Riyadh,No
1172,Male,46-60,Dammam,No
1173,Female,26-35,Abha,No
1174,Female,26-35,Dammam,Yes
1175,Male,18-25,Abha,Yes
1176,Female,46-60,Khobar,Yes
1177,Male,18-25,Dammam,No
1178,Female,36-45,Tabuk,Yes
1179,Female,46-60,Riyadh,No
1180,Female,46-60,Qassim,Yes
1181,Male,46-60,Tabuk,Yes
1182,Male,60+,Hail,No
1183,Male,60+,Abha,Yes
1184,Male,36-45,Tabuk,No
1185,Female,36-45,Tabuk,Yes
1186,Female,36-45,Qassim,Yes
1187,Male,46-60,Tabuk,Yes
1188,Male,26-35,Qassim,Yes
1189,Female,46-60,Medina,No
1190,Male,26-35,Tabuk,Yes
1191,Female,18-25,Mecca,No
1192,Male,18-25,Jeddah,Yes
1193,Female,36-45,Jeddah,No
1194,Male,46-60,Hail,No
1195,Male,26-35,Medina,Yes
1196,Male,26-35,Dammam,Yes
1197,Female,36-45,Mecca,No
1198,Female,26-35,Jeddah,Yes
1199,Male,18-25,Qassim,No
1200,Male,46-60,Tabuk,No
1201,Male,60+,Tabuk,Yes
1202,Male,60+,Tabuk,No
1203,Female,46-60,Jeddah,Yes
1204,Male,60+,Mecca,Yes
1205,Male,26-35,Dammam,Yes
1206,Female,18-25,Dammam,Yes
1207,Female,36-45,Jeddah,Yes
1208,Male,46-60,Dammam,Yes
1209,Female,60+,Qassim,Yes
1210,Female,60+,Medina,Yes
1211,Male,36-45,Medina,No
1212,Female,18-25,Abha,Yes
1213,Female,46-60,Dammam,Yes
1214,Female,36-45,Hail,No
1215,Male,26-35,Qassim,Yes
1216,Male,60+,Hail,Yes
1217,Female,60+,Mecca,No
1218,Female,36-45,Hail,No
1219,Male,60+,Qassim,No
1220,Female,46-60,Dammam,Yes
1221,Female,26-35,Riyadh,Yes
1222,Male,46-60,Jeddah,Yes
1223,Female,46-60,Riyadh,No
1224,Female,60+,Khobar,Yes
1225,Male,36-45,Mecca,Yes
1226,Female,36-45,Hail,No
1227,Male,18-25,Medina,No
1228,Female,60+,Qassim,Yes
1229,Male,26-35,Medina,No
1230,Female,46-60,Riyadh,Yes
1231,Female,26-35,Tabuk,No
1232,Female,46-60,Riyadh,No
1233,Female,60+,Hail,Yes
1234,Male,60+,Medina,No
1235,Male,26-35,Mecca,Yes
1236,Female,46-60,Hail,Yes
1237,Female,26-35,Qassim,Yes
1238,Female,36-45,Riyadh,No
1239,Female,18-25,Tabuk,Yes
1240,Female,46-60,Mecca,Yes
1241,Female,26-35,Jeddah,No
1242,Male,26-35,Jeddah,No
1243,Male,46-60,Hail,Yes
1244,Male,36-45,Tabuk,No
1245,Female,26-35,Jeddah,Yes
1246,Male,18-25,Tabuk,No
1247,Male,18-25,Mecca,Yes
1248,Male,36-45,Tabuk,Yes
1249,Male,60+,Mecca,Yes
1250,Female,26-35,Medina,Yes
1251,Male,36-45,Mecca,No
1252,Female,18-25,Mecca,Yes
1253,Male,36-45,Jeddah,Yes
1254,Male,26-35,Hail,No
1255,Female,36-45,Dammam,No
1256,Male,26-35,Jeddah,No
1257,Female,60+,Tabuk,Yes
1258,Male,18-25,Tabuk,Yes
1259,Male,46-60,Riyadh,Yes
1260,Female,46-60,Dammam,No
1261,Female,36-45,Medina,Yes
1262,Male,46-60,Qassim,Yes
1263,Male,46-60,Jeddah,No
1264,Female,46-60,Tabuk,Yes
1265,Male,26-35,Qassim,No
1266,Female,46-60,Dammam,No
1267,Female,46-60,Tabuk,Yes
1268,Male,46-60,Jeddah,No
1269,Female,46-60,Dammam,No
1270,Female,60+,Qassim,Yes
1271,Male,46-60,Jeddah,No
1272,Male,36-45,Hail,No
1273,Female,60+,Abha,Yes
1274,Male,60+,Dammam,No
1275,Female,18-25,Medina,Yes
1276,Female,46-60,Qassim,No
1277,Male,26-35,Jeddah,No
1278,Male,60+,Qassim,No
1279,Female,60+,Jeddah,No
1280,Male,36-45,Abha,Yes
1281,Male,60+,Abha,No
1282,Female,,Jeddah,Yes
1283,Male,60+,Riyadh,Yes
1284,Male,46-60,Hail,No
1285,Female,60+,Qassim,No
1286,Male,26-35,Medina,No
1287,Female,46-60,Medina,Yes
1288,Male,60+,Hail,No
1289,Male,36-45,Riyadh,No
1290,Male,18-25,Hail,No
1291,Male,36-45,Riyadh,Yes
1292,Female,60+,Abha,No
1293,Female,46-60,Abha,No
1294,Male,26-35,Tabuk,Yes
1295,Male,60+,Abha,No
1296,Female,26-35,Mecca,Yes
1297,Male,18-25,Jeddah,Yes
1298,Male,46-60,Abha,Yes
1299,Male,26-35,Abha,No
1300,Female,60+,Dammam,No
1301,Female,60+,Tabuk,No
1302,Female,26-35,Dammam,No
1303,Male,60+,Tabuk,Yes
1304,Female,46-60,Hail,No
1305,Male,18-25,Qassim,No
1306,Female,18-25,Qassim,No
1307,Male,26-35,Hail,No
1308,Female,60+,Jeddah,Yes
1309,Male,46-60,Jeddah,No
1310,Male,36-45,Hail,Yes
1311,Female,46-60,Hail,No
1312,Female,46-60,Medina,No
1313,Female,26-35,Riyadh,No
1314,Female,18-25,Tabuk,Yes
1315,Male,36-45,Qassim,Yes
1316,Female,46-60,Jeddah,Yes
1317,Male,36-45,Mecca,Yes
1318,Female,36-45,Mecca,Yes
1319,Male,60+,Dammam,Yes
1320,Female,36-45,Dammam,No
1321,Male,46-60,Dammam,Yes
1322,Female,18-25,Dammam,Yes
1323,Female,46-60,Abha,Yes
1324,Female,26-35,Khobar,No
1325,Male,36-45,Jeddah,Yes
1326,Male,46-60,Abha,No
1327,Female,46-60,Hail,Yes
1328,Female,46-60,Tabuk,No
1329,Male,60+,Abha,Yes
1330,Female,46-60,Abha,No
1331,Male,18-25,Hail,No
1332,Female,60+,Mecca,No
1333,Female,36-45,Jeddah,No
1334,Female,46-60,Khobar,Yes
1335,Female,26-35,Medina,Yes
1336,Male,18-25,Riyadh,No
1337,Male,60+,Jeddah,No
1338,Female,26-35,Mecca,No
1339,Male,18-25,Riyadh,Yes
1340,Male,60+,Khobar,Yes
1341,Male,18-25,Qassim,Yes
1342,Female,60+,Dammam,Yes
1343,Male,36-45,Mecca,No
1344,Male,46-60,Mecca,No
1345,Female,36-45,Dammam,Yes
1346,Female,18-25,Abha,No
1347,Female,18-25,Mecca,No
1348,Male,46-60,Jeddah,No
1349,Male,60+,Abha,Yes
1350,Female,18-25,Dammam,No
1351,Male,60+,Jeddah,No
1352,Female,18-25,Riyadh,Yes
1353,Male,60+,Mecca,No
1354,Male,46-60,Dammam,Yes
1355,Male,46-60,Mecca,Yes
1356,Female,46-60,Qassim,Yes
1357,Female,46-60,Abha,No
1358,Male,60+,Khobar,Yes
1359,Female,46-60,Jeddah,No
1360,Female,36-45,Abha,Yes
1361,Male,36-45,Hail,No
1362,Male,46-60,Mecca,Yes
1363,Male,60+,Riyadh,No
1364,Male,36-45,Abha,Yes
1365,Female,46-60,Jeddah,No
1366,Male,26-35,Riyadh,Yes
1367,Male,60+,Khobar,No
1368,Female,18-25,Hail,No
1369,Female,60+,Tabuk,Yes
1370,Male,36-45,Riyadh,No
1371,Male,46-60,Jeddah,Yes
1372,Female,60+,Dammam,Yes
1373,Male,18-25,Dammam,No
1374,Male,46-60,Qassim,Yes
1375,Male,26-35,Riyadh,Yes
1376,Male,36-45,Jeddah,No
1377,Male,60+,Jeddah,Yes
1378,Male,46-60,Qassim,Yes
1379,Male,26-35,Abha,No
1380,Female,36-45,Jeddah,Yes
1381,Female,26-35,Riyadh,Yes
1382,Female,18-25,Jeddah,No
1383,Male,46-60,Dammam,No
1384,Male,46-60,Khobar,Yes
1385,Male,18-25,Qassim,No
1386,Male,18-25,Tabuk,Yes
1387,Male,18-25,Dammam,Yes
1388,Female,46-60,Tabuk,Yes
1389,Male,26-35,Mecca,No
1390,Female,26-35,Dammam,Yes
1391,Male,46-60,Qassim,Yes
1392,Female,36-45,Abha,Yes
1393,Male,26-35,Jeddah,Yes
1394,Female,,Hail,Yes
1395,Female,26-35,Mecca,Yes
1396,Male,18-25,Dammam,No
1397,Female,26-35,Dammam,Yes
1398,Male,36-45,Mecca,Yes
1399,Female,36-45,Medina,No
1400,Male,18-25,Riyadh,Yes
1401,Male,18-25,Tabuk,Yes
1402,Male,26-35,Tabuk,No
1403,Female,26-35,Medina,Yes
1404,Male,36-45,Khobar,Yes
1405,Male,46-60,Khobar,No
1406,Male,18-25,Tabuk,No
1407,Male,46-60,Dammam,Yes
1408,Female,26-35,Abha,No
1409,Male,46-60,Khobar,No
1410,Female,26-35,Medina,Yes
1411,Male,60+,Riyadh,No
1412,Male,18-25,Tabuk,No
1413,Female,26-35,Medina,Yes
1414,Female,60+,Dammam,Yes
1415,Male,18-25,Abha,No
1416,Male,60+,Tabuk,No
1417,Female,18-25,Abha,Yes
1418,Male,36-45,Abha,Yes
1419,Male,60+,Riyadh,No
1420,Male,18-25,Tabuk,Yes
1421,Female,60+,Abha,No
1422,Male,46-60,Tabuk,Yes
1423,Male,60+,Riyadh,No
1424,Male,26-35,Medina,No
1425,Male,18-25,Riyadh,No
1426,Female,26-35,Tabuk,Yes
1427,Female,46-60,Dammam,No
1428,Male,36-45,Tabuk,Yes
1429,Male,46-60,Medina,Yes
1430,Female,46-60,Mecca,Yes
1431,Male,60+,Medina,Yes
1432,Female,18-25,Jeddah,No
1433,Female,46-60,Qassim,Yes
1434,Female,36-45,Dammam,Yes
1435,Male,26-35,Medina,Yes
1436,Male,46-60,Qassim,Yes
1437,Male,36-45,Medina,No
1438,Female,36-45,Riyadh,Yes
1439,Female,36-45,Tabuk,No
1440,Male,46-60,Hail,No
1441,Female,60+,Medina,Yes
1442,Male,46-60,Jeddah,Yes
1443,Female,26-35,Mecca,Yes
1444,Male,26-35,Mecca,Yes
1445,Male,46-60,Dammam,Yes
1446,Male,36-45,Abha,Yes
1447,Female,36-45,Abha,No
1448,Male,36-45,Khobar,Yes
1449,Male,26-35,Hail,No
1450,Female,60+,Medina,No
1451,Female,60+,Hail,No
1452,Female,36-45,Qassim,Yes
1453,Female,26-35,Mecca,Yes
1454,Female,36-45,Mecca,Yes
1455,Male,36-45,Mecca,No
1456,Male,60+,Dammam,No
1457,Male,26-35,Dammam,Yes
1458,Male,18-25,Riyadh,No
1459,Male,46-60,Mecca,No
1460,Male,26-35,Hail,Yes
1461,Female,36-45,Dammam,No
1462,Female,60+,Dammam,No
1463,Male,18-25,Abha,No
1464,Male,46-60,Medina,Yes
1465,Male,60+,Hail,No
1466,Female,46-60,Mecca,Yes
1467,Female,36-45,Jeddah,No
1468,Male,26-35,Hail,Yes
1469,Female,18-25,Abha,Yes
1470,Female,36-45,Jeddah,No
1471,Male,60+,Khobar,Yes
1472,Female,26-35,Riyadh,Yes
1473,Female,18-25,Hail,No
1474,Male,46-60,Medina,Yes
1475,Female,46-60,Dammam,No
1476,Female,46-60,Medina,Yes
1477,Female,36-45,Medina,No
1478,Female,60+,Jeddah,Yes
1479,Female,46-60,Tabuk,No
1480,Male,46-60,Abha,Yes
1481,Male,26-35,Khobar,No
1482,Female,60+,Medina,Yes
1483,Female,18-25,Riyadh,No
1484,Female,46-60,Dammam,No
1485,Male,26-35,Dammam,No
1486,Female,60+,Tabuk,Yes
1487,Female,60+,Mecca,No
1488,Female,26-35,Riyadh,Yes
1489,Male,36-45,Mecca,No
1490,Male,36-45,Abha,Yes
1491,Female,26-35,Riyadh,Yes
1492,Female,46-60,Jeddah,No
1493,Female,60+,Abha,No
1494,Female,18-25,Medina,Yes
1495,Female,26-35,Qassim,Yes
1496,Male,36-45,Tabuk,Yes
1497,Female,26-35,Riyadh,No
1498,Female,46-60,Medina,Yes
1499,Female,36-45,Hail,Yes
1500,Male,26-35,Jeddah,Yes
1501,Female,36-45,Mecca,No
1502,Female,,Hail,No
1503,Male,18-25,Dammam,No
1504,Female,46-60,Abha,No
1505,Male,18-25,Khobar,Yes
1506,Male,26-35,Hail,Yes
1507,Female,46-60,Jeddah,Yes
1508,Male,18-25,Tabuk,No
1509,Female,36-45,Dammam,No
1510,Female,26-35,Mecca,Yes
1511,Male,26-35,Dammam,Yes
1512,Male,36-45,Dammam,Yes
1513,Male,18-25,Abha,Yes
1514,Male,18-25,Tabuk,No
1515,Male,26-35,Jeddah,Yes
1516,Male,46-60,Jeddah,No
1517,Male,18-25,Mecca,Yes
1518,Male,18-25,Qassim,Yes
1519,Male,26-35,Medina,Yes
1520,Male,26-35,Mecca,No
1521,Female,26-35,Hail,Yes
1522,Male,18-25,Qassim,Yes
1523,Male,26-35,Mecca,Yes
1524,Male,18-25,Khobar,No
1525,Female,60+,Dammam,No
1526,Male,26-35,Medina,No
1527,Female,26-35,Hail,Yes
1528,Female,18-25,Medina,Yes
1529,Female,18-25,Hail,Yes
1530,Female,36-45,Mecca,Yes
1531,Male,36-45,Tabuk,Yes
1532,Female,36-45,Tabuk,No
1533,Female,26-35,Hail,No
1534,Female,46-60,Khobar,Yes
1535,Female,36-45,Dammam,Yes
1536,Female,18-25,Abha,No
1537,Male,18-25,Dammam,No
1538,Female,60+,Jeddah,Yes
1539,Male,36-45,Khobar,No
1540,Male,60+,Abha,Yes
1541,Male,46-60,Tabuk,No
1542,Female,46-60,Medina,No
1543,Female,46-60,Hail,No
1544,Male,46-60,Jeddah,Yes
1545,Female,46-60,Tabuk,Yes
1546,Male,18-25,Jeddah,Yes
1547,Male,46-60,Riyadh,Yes
1548,Female,60+,Medina,Yes
1549,Female,60+,Qassim,Yes
1550,Male,60+,Tabuk,No
1551,Male,36-45,Tabuk,No
1552,Female,60+,Medina,Yes
1553,Male,46-60,Jeddah,No
1554,Female,36-45,Abha,No
1555,Female,18-25,Riyadh,Yes
1556,Female,26-35,Tabuk,No
1557,Male,36-45,Abha,No
1558,Male,60+,Tabuk,No
1559,Female,60+,Dammam,Yes
1560,Female,36-45,Tabuk,No
1561,Female,36-45,Medina,Yes
1562,Male,60+,Riyadh,Yes
1563,Female,36-45,Qassim,Yes
1564,Female,46-60,Jeddah,No
1565,Female,36-45,Abha,No
1566,Male,26-35,Khobar,Yes
1567,Female,60+,Jeddah,Yes
1568,Female,18-25,Medina,Yes
1569,Male,60+,Medina,Yes
1570,Female,46-60,Qassim,No
1571,Female,18-25,Tabuk,Yes
1572,Female,46-60,Qassim,No
1573,Female,60+,Jeddah,No
1574,Male,26-35,Medina,No
1575,Female,26-35,Qassim,No
1576,Female,46-60,Khobar,No
1577,Male,60+,Khobar,No
1578,Female,18-25,Mecca,No
1579,Male,60+,Jeddah,Yes
1580,Female,36-45,Jeddah,No
1581,Female,26-35,Medina,Yes
1582,Female,60+,Mecca,No
1583,Female,26-35,Abha,No
1584,Female,60+,Hail,No
1585,Male,18-25,Hail,Yes
1586,Female,26-35,Tabuk,No
1587,Female,60+,Riyadh,Yes
1588,Female,46-60,Dammam,Yes
1589,Male,36-45,Abha,No
1590,Female,18-25,Khobar,No
1591,Female,36-45,Dammam,No
1592,Male,46-60,Khobar,Yes
1593,Male,26-35,Riyadh,Yes
1594,Female,46-60,Tabuk,No
1595,Female,18-25,Khobar,Yes
1596,Female,26-35,Riyadh,No
1597,Female,60+,Dammam,Yes
1598,Female,18-25,Riyadh,Yes
1599,Female,60+,Mecca,Yes
1600,Female,36-45,Jeddah,No
1601,Male,,Jeddah,Yes
1602,Female,46-60,Jeddah,Yes
1603,Male,36-45,Medina,No
1604,Male,46-60,Khobar,Yes
1605,Male,26-35,Khobar,No
1606,Female,46-60,Mecca,Yes
1607,Female,60+,Medina,Yes
1608,Female,60+,Abha,No
1609,Male,36-45,Dammam,No
1610,Female,36-45,Mecca,Yes
1611,Male,18-25,Khobar,No
1612,Female,36-45,Medina,Yes
1613,Male,46-60,Abha,Yes
1614,Female,36-45,Mecca,Yes
1615,Male,36-45,Khobar,Yes
1616,Female,36-45,Abha,Yes
1617,Female,18-25,Tabuk,No
1618,Female,36-45,Abha,Yes
1619,Male,36-45,Hail,Yes
1620,Female,46-60,Qassim,No
1621,Female,18-25,Riyadh,Yes
1622,Female,26-35,Riyadh,No
1623,Male,36-45,Medina,Yes
1624,Male,26-35,Khobar,Yes
1625,Female,36-45,Tabuk,No
1626,Male,36-45,Dammam,No
